0,0,0.277314663,-0.250274768
0,1,0.253780489,-0.25637259
0,2,0.224800197,-0.259852326
0,3,0.192165919,-0.259898897
0,4,0.15723667,-0.255225369
0,5,0.121167622,-0.24424862
0,6,0.0854558758,-0.225771625
0,7,0.051983654,-0.199287844
0,8,0.0226432978,-0.164771197
0,9,-0.000872892962,-0.122516049
0,10,-0.0170721201,-0.0732349751
0,11,-0.0247985943,-0.0180977026
0,12,-0.0234961219,0.0413705554
0,13,-0.0132834702,0.103290465
0,14,0.00512120441,0.165383443
0,15,0.0303273253,0.225139766
0,16,0.0601882193,0.280092024
0,17,0.092049192,0.327931976
0,18,0.123064347,0.366561606
0,19,0.150200839,0.394273869
0,20,0.170273215,0.409970553
0,21,0.180378755,0.413189159
0,22,0.178438652,0.403861903
0,23,0.163455566,0.382089653
0,24,0.13525628,0.348434524
0,25,0.0937862891,0.304536134
0,26,0.0390023006,0.252920223
0,27,-0.0279162876,0.195770119
0,28,-0.103755391,0.134355273
0,29,-0.184540295,0.0701819898
0,30,-0.266844617,0.0061823774
0,31,-0.346536042,-0.0538236974
0,32,-0.416651753,-0.106136546
0,33,-0.467306389,-0.146730249
0,34,-0.487489573,-0.170703299
0,35,-0.468355119,-0.174319651
0,36,-0.40824047,-0.15839298
0,37,-0.315601049,-0.12854975
0,38,-0.205146589,-0.0914998124
0,39,-0.0906848511,-0.0518861261
0,40,0.0177923715,-0.0128311532
0,41,0.113042054,0.0224587327
0,42,0.190569534,0.0511651644
0,43,0.249352511,0.0721841464
0,44,0.290584179,0.0861363386
0,45,0.316015098,0.0946154455
0,46,0.327691391,0.0996772991
0,47,0.327653043,0.103193337
0,48,0.317256027,0.106155096
0,49,0.297499707,0.108677944
0,50,0.269634379,0.110377572
0,51,0.234763786,0.110364402
0,52,0.193575642,0.107117729
0,53,0.146979865,0.0987493612
0,54,0.0961063898,0.0835305008
0,55,0.0413602856,0.0603014814
0,56,-0.0172929747,0.0283852369
0,57,-0.0786579758,-0.0129136466
0,58,-0.140185,-0.0641869278
0,59,-0.199802354,-0.124636415
0,60,-0.256198429,-0.191011296
0,61,-0.306609972,-0.258033427
0,62,-0.345613304,-0.319251084
0,63,-0.366541782,-0.36717857
0,64,-0.363532756,-0.394088766
0,65,-0.333311624,-0.394888995
0,66,-0.277106734,-0.370289606
0,67,-0.201373859,-0.327245261
0,68,-0.116117741,-0.276380762
0,69,-0.0319834959,-0.228551146
0,70,0.0423487396,-0.19217403
0,71,0.101911619,-0.171730127
0,72,0.145884367,-0.167592627
0,73,0.176576102,-0.177095651
0,74,0.197591577,-0.196091902
0,75,0.212084487,-0.220184251
0,76,0.221934859,-0.245404428
0,77,0.2279777,-0.268523019
0,78,0.230428121,-0.287209209
0,79,0.2290285,-0.300143633
0,80,0.223297804,-0.306998783
0,81,0.212855141,-0.308131075
0,82,0.197458346,-0.304070849
0,83,0.176979222,-0.29518178
0,84,0.151562206,-0.281735457
0,85,0.12177281,-0.264184258
0,86,0.0885843447,-0.243218219
0,87,0.0531669417,-0.219526495
0,88,0.0166094134,-0.193567522
0,89,-0.0200670965,-0.165610471
0,90,-0.055684952,-0.135986186
0,91,-0.0889592229,-0.105248996
0,92,-0.118795867,-0.0740399108
0,93,-0.144484347,-0.04284549
0,94,-0.165675458,-0.0120591839
0,95,-0.182159928,0.0176774765
0,96,-0.19373594,0.0453657255
0,97,-0.200483422,0.0699718093
0,98,-0.202979443,0.0907140061
0,99,-0.201985957,0.106932865
0,100,-0.198154616,0.117833358
0,101,-0.192155549,0.122530667
0,102,-0.184887591,0.120313977
0,103,-0.177713217,0.110758759
0,104,-0.172682861,0.0935885593
0,105,-0.17221383,0.0685175268
0,106,-0.178256785,0.0353855666
0,107,-0.191507405,-0.00528443237
0,108,-0.210687781,-0.0515817178
0,109,-0.232033343,-0.0998430981
0,110,-0.249555606,-0.144845707
0,111,-0.256021856,-0.180581735
0,112,-0.244507681,-0.201826718
0,113,-0.210982912,-0.206408541
0,114,-0.157125665,-0.196991607
0,115,-0.0907577767,-0.180700381
0,116,-0.0225660095,-0.166122425
0,117,0.038938242,-0.159319703
0,118,0.0906870381,-0.161546782
0,119,0.134507882,-0.170163176
0,120,0.173849697,-0.181512762
0,121,0.210663043,-0.19306957
0,122,0.244258948,-0.203606924
0,123,0.27209485,-0.212565421
0,124,0.291566764,-0.220024771
0,125,0.30146263,-0.226909864
0,126,0.301972768,-0.234342507
0,127,0.293720746,-0.24248139
1,0,0.268225536,-0.203957288
