0,-0.125
-0.006230736,-0.1248446
-0.01244598,-0.1243788
-0.01863028,-0.1236039
-0.02476827,-0.1225216
-0.03084467,-0.1211347
-0.0368444,-0.1194466
-0.04275252,-0.1174616
-0.04855435,-0.1151845
-0.05423547,-0.1126211
-0.05978175,-0.1097777
-0.0651794,-0.1066614
-0.07041501,-0.1032798
-0.07547555,-0.09964156
-0.08034845,-0.09575556
-0.08502159,-0.09163148
-0.08948336,-0.0872796
-0.09372265,-0.08271073
-0.09772894,-0.07793623
-0.1014923,-0.07296796
-0.1050032,-0.06781828
-0.1082532,-0.0625
-0.111234,-0.05702633
-0.1139382,-0.05141089
-0.1163592,-0.04566763
-0.1184909,-0.03981083
-0.120328,-0.03385506
-0.121866,-0.02781512
-0.123101,-0.02170602
-0.1240299,-0.01554296
-0.1246505,-0.009341262
-0.1249611,-0.003116336
-0.1249611,0.003116336
-0.1246505,0.009341262
-0.1240299,0.01554296
-0.123101,0.02170602
-0.121866,0.02781512
-0.120328,0.03385506
-0.1184909,0.03981083
-0.1163592,0.04566763
-0.1139382,0.05141089
-0.111234,0.05702633
-0.1082532,0.0625
-0.1050032,0.06781828
-0.1014923,0.07296796
-0.09772894,0.07793623
-0.09372265,0.08271073
-0.08948336,0.0872796
-0.08502159,0.09163148
-0.08034845,0.09575556
-0.07547555,0.09964156
-0.07041501,0.1032798
-0.0651794,0.1066614
-0.05978175,0.1097777
-0.05423547,0.1126211
-0.04855435,0.1151845
-0.04275252,0.1174616
-0.0368444,0.1194466
-0.03084467,0.1211347
-0.02476827,0.1225216
-0.01863028,0.1236039
-0.01244598,0.1243788
-0.006230736,0.1248446
-1.530808e-17,0.125
0,-0.125
